BlockNumber,BlobLengths
19973589,0
19973590,"1, 3, 1, 1"
19973591,6
19973592,"1, 1"
19973593,1
19973594,1
19973595,"1, 1"
19973596,0
19973597,1
19973598,0
19973599,0
19973600,6
19973601,"1, 1, 3, 1"
19973602,6
19973603,"1, 1, 1"
19973604,1
19973605,0
19973606,"1, 1"
19973607,0
19973608,6
19973609,1
19973610,6
19973611,"1, 1, 1"
19973612,"1, 3, 2"
19973613,0
19973614,1
19973615,6
19973616,0
19973617,1
19973618,0
19973619,1
19973620,0
19973621,"1, 1"
19973622,1
19973623,0
19973624,"1, 1, 1, 1, 1, 1"
19973625,0
19973626,"1, 3"
19973627,0
19973628,0
19973629,"1, 1, 1, 1"
19973630,6
19973631,"1, 1, 1, 1"
19973632,1
19973633,1
19973634,1
19973635,0
19973636,"1, 3"
19973637,0
19973638,0
19973639,6
19973640,"1, 1, 1, 1, 1, 1"
19973641,6
19973642,1
19973643,1
19973644,1
19973645,"1, 2"
19973646,"3, 1, 1"
19973647,1
19973648,6
19973649,1
19973650,"1, 1"
19973651,1
19973652,"1, 1"
19973653,0
19973654,"1, 1"
19973655,0
19973656,"1, 1"
19973657,"1, 3"
19973658,1
19973659,1
19973660,0
19973661,0
19973662,"1, 1"
19973663,6
19973664,1
19973665,0
19973666,1
19973667,"1, 3"
19973668,"1, 1, 1, 1"
19973669,"1, 1"
19973670,0
19973671,"1, 1"
19973672,0
19973673,1
19973674,"1, 1, 1"
19973675,0
19973676,0
19973677,"1, 2"
19973678,0
19973679,0
19973680,0
19973681,0
19973682,"1, 1, 3, 1"
19973683,6
19973684,"1, 1, 1, 1"
19973685,0
19973686,1
19973687,6
19973688,"1, 1, 1"
19973689,"1, 3, 1"
19973690,1
19973691,"1, 1"
19973692,0
19973693,1
19973694,0
19973695,6
19973696,0
19973697,"1, 1, 1, 1"
19973698,6
19973699,"1, 1"
19973700,1
19973701,0
19973702,"1, 3"
19973703,6
19973704,"1, 1"
19973705,0
19973706,"1, 2, 1"
19973707,0
19973708,0
19973709,"1, 1, 1"
19973710,"1, 1"
19973711,0
19973712,1
19973713,0
19973714,"1, 1"
19973715,6
19973716,"1, 3, 1, 1"
19973717,6
19973718,0
19973719,"1, 1, 1"
19973720,1
19973721,1
19973722,6
19973723,0
19973724,0
19973725,0
19973726,6
19973727,"1, 1, 1"
19973728,6
19973729,6
19973730,0
19973731,"1, 3, 1, 1"
19973732,6
19973733,1
19973734,0
19973735,"1, 1, 1, 1"
19973736,"1, 1, 1"
19973737,0
19973738,1
19973739,0
19973740,0
19973741,0
19973742,6
19973743,"1, 2, 1"
19973744,6
19973745,0
19973746,1
19973747,"1, 3, 1, 1"
19973748,"1, 1, 1, 1"
19973749,0
19973750,"1, 1"
19973751,0
19973752,0
19973753,"1, 1, 1"
19973754,0
19973755,0
19973756,0
19973757,"1, 3"
19973758,1
19973759,0
19973760,"1, 1, 1"
19973761,0
19973762,"1, 1"
19973763,6
19973764,1
19973765,0
19973766,"1, 1"
19973767,6
19973768,"1, 1, 1"
19973769,"1, 3"
19973770,1
19973771,0
19973772,"1, 1, 1"
19973773,0
19973774,"1, 2"
19973775,1
19973776,0
19973777,"1, 1"
19973778,1
19973779,0
19973780,"1, 1, 1, 1"
19973781,0
19973782,0
19973783,0
19973784,0
19973785,0
19973786,0
19973787,"1, 3, 1, 1"
19973788,0
19973789,"1, 3, 1, 1"
19973790,0
19973791,"1, 1, 1"
19973792,6
19973793,6
19973794,0
19973795,"1, 1, 3, 1"
19973796,1
19973797,0
19973798,"1, 1"
19973799,0
19973800,"1, 1"
19973801,"1, 1"
19973802,1
19973803,1
19973804,0
19973805,6
19973806,"1, 1, 1"
19973807,3
19973808,1
19973809,0
19973810,6
19973811,"1, 1, 1"
19973812,0
19973813,0
19973814,1
19973815,0
19973816,0
19973817,0
19973818,"1, 1"
19973819,"1, 1, 1"
19973820,6
19973821,0
19973822,"1, 3, 1"
19973823,0
19973824,"1, 1"
19973825,"1, 2, 1"
19973826,0
19973827,0
19973828,0
19973829,"1, 2, 1, 1"
19973830,"1, 1"
19973831,0
19973832,"1, 3"
19973833,"1, 1"
19973834,0
19973835,0
19973836,1
19973837,"1, 1"
19973838,1
19973839,6
19973840,0
19973841,"1, 1, 1, 1, 1"
19973842,0
19973843,"1, 1"
19973844,6
19973845,"1, 3, 1"
19973846,0
19973847,0
19973848,6
19973849,0
19973850,"1, 1, 1, 1"
19973851,6
19973852,1
19973853,0
19973854,0
19973855,0
19973856,"1, 2, 1"
19973857,1
19973858,"1, 3, 1, 1"
19973859,1
19973860,0
19973861,1
19973862,0
19973863,"1, 1, 1"
19973864,0
19973865,0
19973866,0
19973867,6
19973868,"1, 1"
19973869,"1, 1"
19973870,0
19973871,0
19973872,"1, 3, 1, 1"
19973873,0
19973874,6
19973875,"1, 1"
19973876,6
19973877,1
19973878,0
19973879,"1, 1, 1"
19973880,0
19973881,1
19973882,6
19973883,"1, 2, 3"
19973884,0
19973885,6
19973886,"1, 1"
19973887,0
19973888,"1, 1"
19973889,0
19973890,0
19973891,0
19973892,0
19973893,"1, 3, 1, 1"
19973894,0
19973895,"1, 1"
19973896,0
19973897,"1, 1"
19973898,0
19973899,"1, 1"
19973900,6
19973901,"1, 1, 1"
19973902,"1, 3"
19973903,6
19973904,0
19973905,"1, 1"
19973906,0
19973907,0
19973908,6
19973909,"1, 1, 1"
19973910,6
19973911,0
19973912,0
19973913,0
19973914,"1, 2, 1"
19973915,0
19973916,"1, 3, 1"
19973917,6
19973918,"1, 1, 1"
19973919,0
19973920,6
19973921,0
19973922,0
19973923,0
19973924,1
19973925,6
19973926,"1, 3, 1, 1"
19973927,"1, 1"
19973928,6
19973929,6
19973930,1
19973931,1
19973932,1
19973933,0
19973934,1
19973935,6
19973936,"1, 1, 3"
19973937,0
19973938,1
19973939,0
19973940,"1, 1"
19973941,1
19973942,"1, 2, 1, 1, 1"
19973943,"1, 1, 1"
19973944,"1, 1"
19973945,0
19973946,"1, 3, 1"
19973947,0
19973948,1
19973949,6
19973950,"1, 1, 1"
19973951,1
19973952,0
19973953,"1, 1"
19973954,6
19973955,1
19973956,0
19973957,0
19973958,"1, 3, 1, 1"
19973959,"1, 1"
19973960,0
19973961,"1, 1"
19973962,"1, 1"
19973963,0
19973964,0
19973965,"1, 1"
19973966,0
19973967,"1, 2, 3"
19973968,"1, 1, 1"
19973969,6
19973970,1
19973971,1
19973972,"1, 1"
19973973,0
19973974,1
19973975,0
19973976,"1, 1, 1"
19973977,0
19973978,0
19973979,"1, 3, 1"
19973980,6
19973981,"1, 1"
19973982,6
19973983,1
19973984,6
19973985,"1, 1"
19973986,0
19973987,"1, 1"
19973988,"1, 1"
19973989,"1, 1"
19973990,"1, 3"
19973991,6
19973992,0
19973993,1
19973994,6
19973995,1
19973996,"1, 2, 1"
19973997,0
19973998,1
19973999,1
19974000,"1, 1, 1, 1"
19974001,0
19974002,"1, 3"
19974003,0
19974004,0
19974005,"1, 1, 1, 1"
19974006,"1, 1"
19974007,0
19974008,0
19974009,"1, 1"
19974010,6
19974011,1
19974012,0
19974013,0
19974014,"1, 3, 1"
19974015,6
19974016,0
19974017,"1, 1, 1, 1"
19974018,1
19974019,0
19974020,"1, 3"
19974021,"1, 2, 1"
19974022,0
19974023,1
19974024,0
19974025,0
19974026,"1, 1, 1"
19974027,1
19974028,6
19974029,"1, 3, 1"
19974030,1
19974031,1
19974032,0
19974033,"1, 1"
19974034,6
19974035,"1, 1"
19974036,1
19974037,"1, 3"
19974038,0
19974039,0
19974040,0
19974041,0
19974042,0
19974043,"1, 1, 1"
19974044,0
19974045,"1, 1, 1, 1"
19974046,6
19974047,6
19974048,0
19974049,0
19974050,"1, 1, 3"
19974051,"1, 2"
19974052,1
19974053,"1, 1, 1"
19974054,0
19974055,"1, 1"
19974056,6
19974057,0
19974058,"1, 3, 1, 1"
19974059,"1, 1"
19974060,"1, 1"
19974061,0
19974062,6
19974063,0
19974064,0
19974065,"1, 1, 1, 1"
19974066,0
19974067,"1, 1, 3"
19974068,"1, 1"
19974069,1
19974070,"1, 1"
19974071,0
19974072,"1, 1"
19974073,"1, 1"
19974074,"1, 1, 1"
19974075,6
19974076,0
19974077,6
19974078,0
19974079,0
19974080,"1, 2, 1, 1"
19974081,"3, 1"
19974082,6
19974083,0
19974084,"1, 1, 1"
19974085,0
19974086,6
19974087,"1, 1, 1"
19974088,"1, 1, 3"
19974089,"1, 1"
19974090,6
19974091,"1, 1, 1"
19974092,6
19974093,1
19974094,"1, 1, 1"
19974095,"1, 1"
19974096,1
19974097,0
19974098,1
19974099,"3, 1"
19974100,"1, 1"
19974101,0
19974102,"1, 2"
19974103,"1, 1"
19974104,"1, 1"
19974105,6
19974106,1
19974107,0
19974108,"1, 1"
19974109,0
19974110,"1, 3"
19974111,6
19974112,"1, 1"
19974113,0
19974114,6
19974115,"1, 1"
19974116,1
19974117,6
19974118,"1, 3, 1, 1"
19974119,0
19974120,1
19974121,0
19974122,0
19974123,0
19974124,0
19974125,"1, 1"
19974126,1
19974127,6
19974128,"1, 2, 3"
19974129,6
19974130,1
19974131,0
19974132,1
19974133,1
19974134,0
19974135,1
19974136,6
19974137,"3, 1, 1, 1"
19974138,1
19974139,6
19974140,0
19974141,"1, 1"
19974142,6
19974143,0
19974144,0
19974145,"1, 3, 1, 1"
19974146,0
19974147,1
19974148,0
19974149,"1, 1, 1, 1, 1, 1"
19974150,"1, 1, 1, 1"
19974151,0
19974152,0
19974153,1
19974154,6
19974155,"1, 2, 3"
19974156,0
19974157,"1, 1, 1, 1, 1"
19974158,1
19974159,1
19974160,0
19974161,1
19974162,0
19974163,1
19974164,0
19974165,"1, 3, 1, 1"
19974166,0
19974167,"1, 1, 1"
19974168,0
19974169,"1, 1"
19974170,1
19974171,"1, 1"
19974172,0
19974173,6
19974174,0
19974175,"1, 3, 1, 1"
19974176,1
19974177,1
19974178,"1, 1, 1"
19974179,6
19974180,0
19974181,"1, 1, 3, 1"
19974182,2
19974183,1
19974184,0
19974185,0
19974186,"1, 3, 1, 1"
19974187,0
19974188,"1, 1"
19974189,1
19974190,0
19974191,"1, 3"
19974192,0
19974193,0
19974194,0
19974195,6
19974196,0
19974197,1
19974198,"3, 1, 1, 1"
19974199,"1, 1"
19974200,"1, 3, 1"
19974201,0
19974202,1
19974203,"1, 1"
19974204,6
19974205,"1, 3"
19974206,6
19974207,0
19974208,"1, 1, 1"
19974209,"1, 3, 1"
19974210,1
19974211,1
19974212,"1, 1, 1"
19974213,0
19974214,1
19974215,0
19974216,"1, 3, 1, 1"
19974217,0
19974218,"1, 3, 1"
19974219,0
19974220,0
19974221,0
19974222,6
19974223,"1, 3, 1, 1"
19974224,0
19974225,"1, 3, 1, 1"
19974226,0
19974227,6
19974228,"1, 1"
19974229,0
19974230,0
19974231,"1, 1, 3"
19974232,0
19974233,0
19974234,0
19974235,"1, 3, 1, 1"
19974236,0
19974237,0
19974238,1
19974239,"1, 3, 1"
19974240,0
19974241,"1, 1"
19974242,0
19974243,0
19974244,"1, 3, 1"
19974245,0
19974246,"1, 1"
19974247,"1, 1"
19974248,0
19974249,0
19974250,0
19974251,6
19974252,0
19974253,"1, 3, 1, 1"
19974254,"1, 3, 1, 1"
19974255,0
19974256,"1, 1"
19974257,0
19974258,"1, 2, 1, 1"
19974259,0
19974260,6
19974261,"1, 2, 2, 1"
19974262,0
19974263,0
19974264,0
19974265,0
19974266,0
19974267,0
19974268,6
19974269,0
19974270,1
19974271,0
19974272,6
19974273,0
19974274,"1, 3, 1, 1"
19974275,6
19974276,0
19974277,"1, 2, 3"
19974278,0
19974279,0
19974280,"1, 3, 1, 1"
19974281,0
19974282,6
19974283,6
19974284,0
19974285,"1, 3, 1, 1"
19974286,6
19974287,6
19974288,0
19974289,6
19974290,0
19974291,0
19974292,"1, 3, 1, 1"
19974293,"1, 3, 1, 1"
19974294,6
19974295,1
19974296,6
19974297,"1, 1, 3"
19974298,"1, 3"
19974299,0
19974300,"1, 1, 3"
19974301,0
19974302,"1, 2"
19974303,0
19974304,0
19974305,0
19974306,"1, 3"
19974307,0
19974308,"1, 3"
19974309,0
19974310,"1, 1, 1, 1, 1, 1"
19974311,"1, 1, 1, 1, 1, 1"
19974312,"1, 3, 1, 1"
19974313,6
19974314,"1, 1, 1"
19974315,0
19974316,6
19974317,1
19974318,1
19974319,0
19974320,"1, 3, 1, 1"
19974321,6
19974322,1
19974323,0
19974324,0
19974325,"1, 3, 1"
19974326,0
19974327,"1, 1, 1, 1"
19974328,0
19974329,"1, 3, 1, 1"
19974330,"1, 1"
19974331,"1, 2"
19974332,6
19974333,0
19974334,"1, 1"
19974335,3
19974336,0
19974337,0
19974338,"1, 1, 1"
19974339,6
19974340,0
19974341,0
19974342,0
19974343,"1, 3, 1"
19974344,"1, 1"
19974345,0
19974346,0
19974347,0
19974348,"1, 3, 1, 1"
19974349,"1, 1"
19974350,0
19974351,0
19974352,"1, 3, 1"
19974353,6
19974354,6
19974355,1
19974356,"1, 2, 3"
19974357,6
19974358,0
19974359,"1, 1, 1"
19974360,1
19974361,"1, 3"
19974362,6
19974363,1
19974364,6
19974365,1
19974366,1
19974367,0
19974368,"1, 1, 1, 3"
19974369,0
19974370,"1, 1, 1, 1, 1"
19974371,6
19974372,1
19974373,0
19974374,"1, 3"
19974375,0
19974376,1
19974377,1
19974378,"1, 3, 1, 1"
19974379,6
19974380,"1, 1"
19974381,6
19974382,1
19974383,"3, 1"
19974384,0
19974385,"1, 1"
19974386,"1, 2"
19974387,1
19974388,"1, 1, 1, 1"
19974389,6
19974390,"1, 1, 3"
19974391,0
19974392,"1, 1, 1"
19974393,0
19974394,"1, 1, 3, 1"
19974395,"1, 1, 1, 1"
19974396,6
19974397,6
19974398,"1, 1, 3, 1"
19974399,0
19974400,"1, 1, 1, 1"
19974401,6
19974402,0
19974403,"1, 1, 3, 1"
19974404,"1, 1, 1, 1"
19974405,"1, 1, 1"
19974406,"1, 1, 1, 1, 1"
19974407,"3, 1"
19974408,"1, 1, 1, 1"
19974409,0
19974410,0
19974411,0
19974412,"1, 2, 1, 1, 1"
19974413,0
19974414,"1, 1, 3, 1"
19974415,"1, 1, 1, 1, 1"
19974416,"1, 1, 1"
19974417,0
19974418,0
19974419,0
19974420,"1, 1, 3, 1"
19974421,6
19974422,"1, 3, 1, 1"
19974423,0
19974424,0
19974425,6
19974426,"1, 1, 1, 1, 1, 1"
19974427,"1, 3, 1, 1"
19974428,6
19974429,"1, 1, 1"
19974430,"1, 1, 1"
19974431,0
19974432,"1, 3, 1, 1"
19974433,0
19974434,"1, 2, 1, 1, 1"
19974435,"1, 1, 1"
19974436,"1, 1, 1, 1"
19974437,6
19974438,"1, 3, 1"
19974439,0
19974440,"1, 1, 1, 1"
19974441,0
19974442,0
19974443,"1, 3, 1, 1"
19974444,6
19974445,0
19974446,"1, 3, 1, 1"
19974447,"1, 1"
19974448,0
19974449,"1, 3, 1, 1"
19974450,6
19974451,0
19974452,"1, 1, 1, 1, 1, 1"
19974453,6
19974454,"1, 3, 1, 1"
19974455,0
19974456,"1, 1, 1, 1, 1, 1"
19974457,"1, 1"
19974458,"1, 1, 1"
19974459,0
19974460,"1, 3, 1, 1"
19974461,6
19974462,"1, 2, 3"
19974463,0
19974464,"1, 1, 1, 1, 1"
19974465,"1, 1, 1"
19974466,0
19974467,0
19974468,6
19974469,0
19974470,"1, 3, 1"
19974471,6
19974472,1
19974473,"1, 3, 1, 1"
19974474,0
19974475,0
19974476,"1, 3, 1, 1"
19974477,6
19974478,0
19974479,"1, 1, 1, 1, 1, 1"
19974480,"1, 3, 1"
19974481,"1, 1, 1, 1"
19974482,6
19974483,"1, 1, 1, 1"
19974484,6
19974485,"1, 3, 1, 1"
19974486,0
19974487,0
19974488,0
19974489,"1, 2, 1, 1, 1"
19974490,"1, 3, 1, 1"
19974491,6
19974492,0
19974493,0
19974494,"1, 1, 3, 1"
19974495,0
19974496,0
19974497,"1, 3, 1, 1"
19974498,0
19974499,"1, 1, 1"
19974500,0
19974501,"1, 1, 1, 1, 1, 1"
19974502,"1, 3, 1"
19974503,"1, 1, 1"
19974504,0
19974505,"1, 1, 1"
19974506,0
19974507,"1, 3, 1, 1"
19974508,6
19974509,1
19974510,0
19974511,6
19974512,"1, 3, 1, 1"
19974513,"1, 1, 1, 1, 1, 1"
19974514,"1, 3, 1, 1"
19974515,6
19974516,"1, 1, 1"
19974517,"2, 1, 1"
19974518,"1, 1"
19974519,"3, 1, 1"
19974520,0
19974521,"1, 1, 1, 1, 1"
19974522,1
19974523,0
19974524,"1, 3, 1, 1"
19974525,6
19974526,1
19974527,6
19974528,"1, 3, 1, 1"
19974529,"1, 1, 1, 1, 1"
19974530,1
19974531,6
19974532,"1, 1, 1, 1"
19974533,1
19974534,0
19974535,"1, 3, 1, 1"
19974536,6
19974537,"1, 1"
19974538,0
19974539,"1, 2, 3"
19974540,"1, 1, 1, 1, 1, 1"
19974541,"1, 1, 1, 1"
19974542,6
19974543,"1, 3, 1, 1"
19974544,6
19974545,"1, 1, 1"
19974546,"1, 1"
19974547,"1, 1, 1, 1, 1"
19974548,1
19974549,6
19974550,0
19974551,0
19974552,"1, 3, 1"
19974553,0
19974554,"1, 3, 1, 1"
19974555,0
19974556,"1, 1, 1"
19974557,"1, 1, 1, 1, 1"
19974558,"1, 1"
19974559,"1, 3, 1, 1"
19974560,0
19974561,"1, 2"
19974562,0
19974563,"1, 1, 1, 1, 1"
19974564,0
19974565,1
19974566,"1, 3, 1, 1"
19974567,0
19974568,0
19974569,"1, 1, 1, 1, 1, 1"
19974570,0
19974571,0
19974572,"1, 3, 1, 1"
19974573,0
19974574,6
19974575,"1, 3, 1, 1"
19974576,0
19974577,"1, 1, 1, 1"
19974578,"1, 3, 1"
19974579,"1, 1, 1"
19974580,0
19974581,"1, 1, 1"
19974582,6
19974583,0
19974584,"1, 3, 1, 1"
19974585,6
19974586,0
19974587,0
19974588,"1, 3, 1, 1"
19974589,"1, 1, 1, 1"
19974590,0
19974591,"1, 2, 1"
19974592,6
19974593,"1, 3, 1, 1"
19974594,6
19974595,1
19974596,0
19974597,"1, 3, 1, 1"
19974598,"1, 1, 1, 1, 1, 1"
19974599,"1, 3"
19974600,6
19974601,0
19974602,6
19974603,0
19974604,"1, 3, 1, 1"
19974605,6
19974606,"1, 3, 1, 1"
19974607,6
19974608,"1, 1, 1, 1, 1, 1"
19974609,"1, 1"
19974610,"1, 3, 1, 1"
19974611,"1, 1, 1"
19974612,"1, 1, 1"
19974613,0
19974614,"1, 1, 1, 1"
19974615,0
19974616,1
19974617,"1, 1, 3, 1"
19974618,"1, 1"
19974619,0
19974620,"1, 1, 3, 1"
19974621,0
19974622,"1, 2, 1, 1, 1"
19974623,0
19974624,"1, 3"
19974625,0
19974626,0
19974627,6
19974628,0
19974629,0
19974630,0
19974631,0
19974632,0
19974633,"1, 1, 1, 1, 1, 1"
19974634,0
19974635,"1, 1, 1, 3"
19974636,0
19974637,"1, 1, 3, 1"
19974638,0
19974639,0
19974640,0
19974641,0
19974642,6
19974643,"1, 1, 1, 3"
19974644,0
19974645,0
19974646,"1, 1, 3, 1"
19974647,"1, 3, 1, 1"
19974648,"1, 1, 1, 1"
19974649,6
19974650,"1, 1, 1, 1, 1"
19974651,"3, 1, 1, 1"
19974652,"1, 1, 1, 1, 1, 1"
19974653,"1, 1, 1, 1, 1"
19974654,0
19974655,0
19974656,"1, 3, 1, 1"
19974657,1
19974658,1
19974659,0
19974660,"1, 3, 1, 1"
19974661,"2, 1"
19974662,"1, 1, 1"
19974663,0
19974664,0
19974665,0
19974666,0
19974667,0
19974668,"1, 3, 1, 1"
19974669,"1, 1, 1"
19974670,0
19974671,0
19974672,"1, 3, 2"
19974673,0
19974674,6
19974675,6
19974676,0
19974677,0
19974678,0
19974679,"1, 2, 1, 1"
19974680,0
19974681,"1, 3, 1, 1"
19974682,6
19974683,"1, 3, 1, 1"
19974684,6
19974685,"1, 1"
19974686,"1, 3"
19974687,0
19974688,"1, 1, 1, 1, 1, 1"
19974689,0
19974690,"1, 1, 1, 1, 1"
19974691,0
19974692,"1, 3, 1"
19974693,0
19974694,0
19974695,0
19974696,"1, 3, 1, 1"
19974697,"1, 1"
19974698,"1, 1"
19974699,0
19974700,"1, 2, 3"
19974701,"1, 1, 1"
19974702,0
19974703,"1, 1, 1, 1"
19974704,1
19974705,0
19974706,"1, 3, 1, 1"
19974707,6
19974708,6
19974709,"1, 1, 1"
19974710,0
19974711,0
19974712,"1, 3, 1, 1"
19974713,0
19974714,1
19974715,"1, 1, 1, 1"
19974716,1
19974717,6
19974718,0
19974719,0
19974720,"1, 3, 1, 1"
19974721,6
19974722,0
19974723,"1, 3, 1, 1"
19974724,0
19974725,0
19974726,"1, 1"
19974727,0
19974728,"1, 3, 1, 1"
19974729,6
19974730,"1, 1, 1, 1"
19974731,6
19974732,0
19974733,"1, 2, 3"
19974734,0
19974735,0
19974736,6
19974737,"1, 1, 1, 1"
19974738,"1, 3, 1"
19974739,"1, 1"
19974740,"1, 1"
19974741,"1, 1"
19974742,6
19974743,"1, 3, 1"
19974744,0
19974745,"1, 1, 1"
19974746,0
19974747,1
19974748,0
19974749,"1, 3, 1, 1"
19974750,6
19974751,"1, 1, 1"
19974752,6
19974753,"1, 3, 1, 1"
19974754,6
19974755,"1, 1"
19974756,0
19974757,6
19974758,"1, 1, 1, 1"
19974759,0
19974760,"1, 1, 3, 1"
19974761,1
19974762,6
19974763,"1, 3"
19974764,0
19974765,"1, 1, 1, 1"
19974766,1
19974767,"1, 2"
19974768,"1, 3, 1"
19974769,0
19974770,"1, 1"
19974771,6
19974772,1
19974773,1
19974774,0
19974775,0
19974776,6
19974777,0
19974778,"1, 3, 1, 1"
19974779,0
19974780,"1, 3, 1, 1"
19974781,6
19974782,1
19974783,0
19974784,0
19974785,"1, 1, 3, 1"
19974786,0
19974787,0
19974788,"1, 1, 1, 1"
19974789,0
19974790,1
19974791,6
19974792,0
19974793,"1, 1, 3, 1"
19974794,0
19974795,"1, 1, 3, 1"
19974796,6
19974797,0
19974798,"1, 1, 3, 1"
19974799,0
19974800,"1, 2, 1, 1, 1"
19974801,0
19974802,0
19974803,0
19974804,6
19974805,0
19974806,0
19974807,"1, 1, 1, 1"
19974808,0
19974809,"1, 1, 3, 1"
19974810,0
19974811,6
19974812,6
19974813,"1, 1, 1, 3"
19974814,0
19974815,"1, 1, 1, 3"
19974816,6
19974817,0
19974818,0
19974819,6
19974820,"1, 1, 3, 1"
19974821,1
19974822,0
19974823,"1, 3"
19974824,"1, 1, 1, 1, 1, 1"
19974825,0
19974826,0
19974827,"1, 3, 1, 1"
19974828,6
19974829,0
19974830,"1, 3"
19974831,1
19974832,"1, 1"
19974833,"1, 3"
19974834,6
19974835,1
19974836,0
19974837,0
19974838,"1, 1, 3, 1"
19974839,1
19974840,"1, 1"
19974841,"1, 3, 1"
19974842,0
19974843,"1, 2"
19974844,6
19974845,1
19974846,0
19974847,0
19974848,0
19974849,0
19974850,0
19974851,0
19974852,"1, 1, 2, 1"
19974853,6
19974854,"1, 3, 1"
19974855,"1, 3"
19974856,0
19974857,0
19974858,"1, 3, 1, 1"
19974859,6
19974860,0
19974861,0
19974862,0
19974863,"1, 3"
19974864,"1, 1, 1, 1, 1"
19974865,"1, 1"
19974866,"1, 1"
19974867,0
19974868,"1, 3, 1"
19974869,0
19974870,0
19974871,0
19974872,0
19974873,0
19974874,"1, 2, 3"
19974875,0
19974876,"1, 1, 1, 1, 1"
19974877,"1, 1"
19974878,1
19974879,0
19974880,"1, 3"
19974881,0
19974882,"1, 1"
19974883,0
19974884,1
19974885,1
19974886,"1, 3, 1, 1"
19974887,6
19974888,1
19974889,6
19974890,"1, 1, 1"
19974891,6
19974892,0
19974893,1
19974894,6
19974895,0
19974896,0
19974897,6
19974898,"1, 3, 1, 1"
19974899,0
19974900,1
19974901,"1, 3, 1, 1"
19974902,6
19974903,1
19974904,6
19974905,1
19974906,0
19974907,0
19974908,1
19974909,"1, 2, 3"
19974910,1
19974911,"1, 1, 1, 1"
19974912,0
19974913,0
19974914,0
19974915,"1, 3, 1, 1"
19974916,0
19974917,"1, 3, 1, 1"
19974918,"1, 1"
19974919,1
19974920,1
19974921,0
19974922,"1, 1"
19974923,0
19974924,"1, 3"
19974925,0
19974926,0
19974927,"1, 1, 1, 1"
19974928,0
19974929,"1, 1"
19974930,0
19974931,0
19974932,0
19974933,6
19974934,0
19974935,"1, 1, 3, 1"
19974936,0
19974937,0
19974938,"1, 1, 3, 1"
19974939,6
19974940,6
19974941,6
19974942,0
19974943,"1, 1, 1, 1, 1, 1"
19974944,"1, 3"
19974945,0
19974946,0
19974947,0
19974948,"1, 1, 1, 1, 1"
19974949,0
19974950,"1, 1, 2, 1"
19974951,0
19974952,"1, 1, 3"
19974953,6
19974954,"1, 1, 1, 1"
19974955,1
19974956,"1, 1, 3, 1"
19974957,"1, 1"
19974958,"1, 1"
19974959,0
19974960,1
19974961,0
19974962,"1, 1"
19974963,"1, 3"
19974964,6
19974965,1
19974966,"1, 1, 1, 1"
19974967,6
19974968,0
19974969,0
19974970,0
19974971,0
19974972,0
19974973,1
19974974,0
19974975,"1, 3, 1, 1"
19974976,6
19974977,6
19974978,"1, 3, 1"
19974979,"1, 1, 1"
19974980,"1, 3"
19974981,0
19974982,1
19974983,6
19974984,"1, 1, 1"
19974985,0
19974986,"1, 1"
19974987,"1, 3, 1"
19974988,"1, 2"
19974989,0
19974990,0
19974991,"1, 1"
19974992,6
19974993,"1, 3, 1"
19974994,0
19974995,6
19974996,6
19974997,0
19974998,"1, 1, 1"
19974999,0
19975000,"1, 3, 1"
19975001,0
19975002,1
19975003,"1, 1"
19975004,0
19975005,"1, 3"
19975006,6
19975007,"1, 1"
19975008,"1, 1"
19975009,1
19975010,1
19975011,0
19975012,"1, 3"
19975013,6
19975014,"1, 1"
19975015,1
19975016,"1, 1"
19975017,0
19975018,"1, 3, 1"
19975019,6
19975020,1
19975021,0
19975022,"1, 1"
19975023,0
19975024,0
19975025,"1, 1, 3"
19975026,0
19975027,0
19975028,0
19975029,0
19975030,"1, 1, 1, 2"
19975031,0
19975032,"1, 3, 1, 1"
19975033,0
19975034,"1, 1, 1"
19975035,6
19975036,"1, 1"
19975037,6
19975038,"1, 1"
19975039,"3, 1"
19975040,6
19975041,1
19975042,1
19975043,"1, 1"
19975044,1
19975045,0
19975046,"1, 3, 1, 1"
19975047,0
19975048,"1, 1, 1"
19975049,0
19975050,6
19975051,"1, 1"
19975052,"1, 3, 1"
19975053,0
19975054,"1, 1"
19975055,0
19975056,"1, 1, 1, 1"
19975057,0
19975058,0
19975059,0
19975060,"1, 1, 3, 1"
19975061,1
19975062,"1, 1"
19975063,"1, 3, 1"
19975064,0
19975065,"1, 1"
19975066,6
19975067,"1, 2, 1, 1"
19975068,"1, 1"
19975069,6
19975070,"1, 1, 3, 1"
19975071,1
19975072,"1, 1, 1"
19975073,0
19975074,0
19975075,6
19975076,"1, 1, 1, 1"
19975077,6
19975078,"1, 1, 3, 1"
19975079,0
19975080,"1, 1, 1"
19975081,"1, 1, 1"
19975082,1
19975083,"1, 3, 1"
19975084,0
19975085,"1, 1, 1"
19975086,0
19975087,"1, 3, 1"
19975088,0
19975089,0
19975090,"1, 1, 1"
19975091,6
19975092,0
19975093,"1, 3, 1, 1"
19975094,0
19975095,0
19975096,"1, 3, 1"
19975097,6
19975098,"1, 1, 1"
19975099,0
19975100,0
19975101,0
19975102,"1, 3, 1, 1"
19975103,0
19975104,6
19975105,"1, 1"
19975106,"1, 1, 1"
19975107,"1, 3, 1"
19975108,0
19975109,0
19975110,6
19975111,0
19975112,0
